what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1603659001703
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1603659001703
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1603659001704
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1603659001704
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1603659001704
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1603659001705
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1603659001706
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1603659001706
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1603659001707
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1603659001708
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1603659001708
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1603659001709
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1603659001709
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1603659001709
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1603659001710
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1603659001711
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1603659001711
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1603659001712
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1603659001712
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1603659001713
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1603659001713
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1603659001714
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1603659001714
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1603659001715
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1603659001715
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1603659001715
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1603659001716
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1603659001716
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1603659001716
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1603659001717
os,sysinfo,,,"win32",1603659001719
arch,sysinfo,,,"x86",1603659001719
ws,sysinfo,,,"win32",1603659001719
locale,sysinfo,,,"ru_RU",1603659001719
processors,sysinfo,,,"4",1603659001719
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1603659001719
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1603659001719
java.specification.name,sysinfo,,,"Java Platform API Specification",1603659001719
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1603659001719
java.specification.version,sysinfo,,,"1.6",1603659001719
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1603659001719
java.version,sysinfo,,,"1.6.0_23",1603659001719
java.vm.info,sysinfo,,,"mixed mode",1603659001719
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1603659001719
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1603659001719
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1603659001719
java.vm.specification.version,sysinfo,,,"1.0",1603659001719
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1603659001719
java.vm.version,sysinfo,,,"19.0-b09",1603659001719
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1603659002217
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659002219
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1603659008430
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603659008526
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1603659008641
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1603659008645
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1603659008646
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1603659008647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659009148
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1603659208173
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1603659215386
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1603659237515
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1603659243415
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659272515
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1603659283552
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1603659283556
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659287914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659320597
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659324437
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659324560
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1603659324789
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659327145
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659332113
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659342306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659355964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659489944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659490046
error,log,,,"WARNING: Blocked recursive attempt to close part org.eclipse.cdt.ui.editor.CEditor while still in the middle of activating it",1603659490068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659491537
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659491729
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659491810
closed,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659491811
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1603659491824
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659496672
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659499183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659504617
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659510503
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659511653
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659511844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1603659518395
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1603659520057
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1603659529733
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1603659573054
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659573702
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659580567
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659582252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659583113
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659583142
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659584730
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659588658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659590697
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659606532
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659606698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659615261
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659641856
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659648084
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659655621
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659657172
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1603659657671
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1603659664917
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1603659664925
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1603659670249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659670517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659670662
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659673137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659703473
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1603659703496
opened,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659705693
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1603659705900
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1603659705918
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1603659740526
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1603659740632
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1603659740759
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659741885
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603659745323
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659764009
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1603659768922
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659770581
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603659780163
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1603659785249
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659790642
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659798704
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603659803492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659806710
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659817509
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1603659817790
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659819866
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603659821231
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603659825809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659849223
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659929124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659935458
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659938456
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603659944834
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660029924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660039361
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660064927
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603660066077
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660072529
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660078492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660081517
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660095781
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603660095879
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603660178632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660183964
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660203167
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603660205341
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603660206690
activated,view,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1603660211497
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603660246520
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660253887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660269864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660287020
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660318192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660365509
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20111007_r372,"org.eclipse.ui.externaltools",1603660367029
started,bundle,org.eclipse.core.externaltools,1.0.100.v20111007_r372,"org.eclipse.core.externaltools",1603660367191
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.ui",1603660375242
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660456149
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1603660456204
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660478570
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660500085
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660546410
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660586537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660593348
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660708016
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660712484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660730680
opened,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1603660733536
activated,editor,org.eclipse.cdt.make.ui,7.1.2.201202111925,"org.eclipse.cdt.make.editor",1603660733700
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603660751051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660755151
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660760659
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603660768237
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603660774118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660777374
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660779752
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660811699
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660814117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660866380
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660894069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603660942561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603663769897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603663772063
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603663775224
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603663775419
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1603663775686
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1603663775687
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1603663775687
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1603663775687
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1603663775687
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1603663775687
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1603663775687
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1603663775687
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1603663775687
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1603663775687
