what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.ds,1.3.1.R37x_v20110701,"org.eclipse.equinox.ds",1603648064339
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1603648064340
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1603648064340
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1603648064341
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1603648064341
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1603648064342
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1603648064342
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1603648064342
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1603648064343
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1603648064343
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1603648064344
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1603648064344
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1603648064345
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1603648064346
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1603648064346
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1603648064347
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1603648064347
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1603648064348
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1603648064348
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1603648064348
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1603648064349
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1603648064350
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1603648064350
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1603648064351
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1603648064351
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1603648064351
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1603648064352
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1603648064353
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1603648064354
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1603648064354
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1603648064355
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1603648064355
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1603648064356
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1603648064357
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1603648064357
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1603648064358
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1603648064358
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1603648064359
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1603648064360
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1603648064361
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1603648064361
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1603648064362
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1603648064362
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1603648064362
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1603648064363
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1603648064363
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1603648064364
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1603648064364
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1603648064365
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1603648064366
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1603648064366
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1603648064367
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1603648064367
started,bundle,com.altera.sbtgui.integration,13.13.0.132,"com.altera.sbtgui.integration",1603648064368
started,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1603648064368
started,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1603648064369
started,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1603648064369
started,bundle,com.altera.systemconsole,13.13.0.132,"com.altera.systemconsole",1603648064370
started,bundle,com.altera.systemconsole.designs.plugin,13.13.0.132,"com.altera.systemconsole.designs.plugin",1603648064370
started,bundle,com.altera.utilities,13.13.0.132,"com.altera.utilities",1603648064370
os,sysinfo,,,"win32",1603648064373
arch,sysinfo,,,"x86",1603648064373
ws,sysinfo,,,"win32",1603648064373
locale,sysinfo,,,"ru_RU",1603648064373
processors,sysinfo,,,"4",1603648064373
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1603648064373
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1603648064373
java.specification.name,sysinfo,,,"Java Platform API Specification",1603648064373
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1603648064373
java.specification.version,sysinfo,,,"1.6",1603648064373
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1603648064373
java.version,sysinfo,,,"1.6.0_23",1603648064373
java.vm.info,sysinfo,,,"mixed mode",1603648064373
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1603648064373
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1603648064373
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1603648064373
java.vm.specification.version,sysinfo,,,"1.0",1603648064373
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1603648064373
java.vm.version,sysinfo,,,"19.0-b09",1603648064373
activated,view,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.internal.introview",1603648111628
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603648111630
started,bundle,com.altera.sbtgui.core,13.13.0.132,"com.altera.sbtgui.core",1603648116926
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603648117048
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1603648117182
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1603648117186
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1603648117187
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1603648117188
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648118472
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.2.201202152032,"org.eclipse.linuxtools.cdt.autotools.core",1603648191197
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1603648191233
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.2.201202111925,"org.eclipse.cdt.managedbuilder.gnu.ui",1603648196765
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201202111925,"org.eclipse.cdt.msw.build",1603648207052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648259690
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1603648284232
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1603648284236
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648287700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648323393
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648328177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648330788
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603648336010
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603648336467
started,bundle,org.eclipse.cdt.codan.ui,2.0.1.201202111925,"org.eclipse.cdt.codan.ui",1603648336486
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648439005
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648479350
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603648524131
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648528841
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1603648531181
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1603648531182
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1603648531187
started,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1603648537002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648537411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648539625
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648602885
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648621097
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1603648634222
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648635320
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.renameResource",1603648635335
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.rename",1603648635335
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648635457
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648641512
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648651507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648675021
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648724254
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648725910
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648732782
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648732853
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648734520
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648790398
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1603648790419
error,log,,,"No Byte Stream Services found for Nios II Console View",1603648792896
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1603648792996
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1603648793002
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648828584
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648835842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648836497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648838284
executed,command,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1603648838299
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1603648838299
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648838326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648871942
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603648871975
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.selectAll",1603648872731
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1603648873150
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1603648875949
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603648879322
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648901957
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1603648903132
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648905386
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603648914179
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1603648917325
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1603648925176
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1603648929274
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1603648931261
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603648935105
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648936889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603648955403
error,log,,,"No Byte Stream Services found for Nios II Console View",1603648997879
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649072969
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649196545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649198331
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649215207
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649215262
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649215342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649246602
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649348617
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649352375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603649485501
error,log,,,"No Byte Stream Services found for Nios II Console View",1603649966004
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603650031685
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651096137
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1603651096165
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1603651101644
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651103483
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651105321
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1603651109767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651119867
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651121535
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651122887
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651125583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651132903
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651137357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651143700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651542086
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603651545883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652599233
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652626428
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652649864
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652662963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652664797
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1603652664960
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1603652665518
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1603652665519
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.13.0.132,"com.altera.debug.cdi.gdb.plugin",1603652665519
stopped,bundle,com.altera.sbtgui.launch,13.13.0.132,"com.altera.sbtgui.launch",1603652666524
stopped,bundle,com.altera.sbtgui.ui,13.13.0.132,"com.altera.sbtgui.ui",1603652666524
stopped,bundle,com.altera.sbtgui.project,13.13.0.132,"com.altera.sbtgui.project",1603652666524
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1603652666524
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1603652666524
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1603652666524
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1603652666524
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1603652666524
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1603652666524
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201202111925,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1603652666525
